fuente,archivo,id_original,nombre_original,id_atleta_global,tipo_match,nivel_confianza,criterio_match,score_fuzzy,estado,candidatos
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,2374,Pierre Albrecht,146012,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[5571,124912]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,2375,Pierre Albrecht,146013,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[5571,124912]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,2470,Aleksandar Aleksandrov,146049,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[51427,120469]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3403,Mohamed Amer,146338,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[115972,130815,130824]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3569,An Byeong-Hun,146364,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[13305,132114]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3570,An Byeong-Hun,146365,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[13305,132114]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3644,Georgios Anastasiadis,146377,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[79041,135801]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3717,Espen Andersen,146395,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[82938,134659]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3829,John Anderson,146413,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[11486,53221]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,3832,John Anderson,146414,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[11486,53221]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,4301,Petar Angelov,146527,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[11491,82988]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,4302,Petar Angelov,146528,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[11491,82988]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,5109,Fernando Arlete,146745,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[69112,86259]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,5110,Fernando Arlete,146746,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[69112,86259]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,5224,Karl Arnold,146775,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[55390,79297]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6325,Abdul Aziz,147065,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[59127,73826]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6326,Abdul Aziz,147066,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[59127,73826]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6331,Tariq Aziz,147067,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[19932,107908]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6332,Tariq Aziz,147068,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[19932,107908]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6905,Ryan Bailey,147233,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[94101,123848]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,6906,Ryan Bailey,147234,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[94101,123848]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,8431,Muhammad Bashir,147698,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[49299,56064,59137]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,8432,Muhammad Bashir,147699,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[49299,56064,59137]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,8433,Muhammad Bashir,147700,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[49299,56064,59137]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,10440,Franz Berger,148212,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[33227,56798]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,10441,Franz Berger,148213,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[33227,56798]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,10867,Marcello Bertinetti,148339,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22446,22447]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,10868,Marcello Bertinetti,148340,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22446,22447]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11247,Bruno Bianchi,148447,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[48125,60906,71330]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11248,Bruno Bianchi,148448,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[48125,60906,71330]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11249,Bruno Bianchi,148449,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[48125,60906,71330]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11260,Pietro Bianchi,148455,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[30230,55715]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11814,David Bissett,148606,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[17669,109458]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,11815,David Bissett,148607,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[17669,109458]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,13807,Konstantinos Botasis,149222,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22192,79438]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,13808,Konstantinos Botasis,149223,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22192,79438]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,15497,Craig Brown,149622,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[9669,107094]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,15498,Craig Brown,149623,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[9669,107094]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,15802,Franz Brunner,149696,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[31594,56800]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,15803,Franz Brunner,149697,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[31594,56800]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,16011,John Buchanan,149766,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[61043,91577]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,16012,John Buchanan,149767,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[61043,91577]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,16702,Robert Burns,149970,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[13688,145431]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,17205,Javier Caceres,150103,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[26689,43283]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,17579,Sekou Camara,150231,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[33288,70403]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,18230,Michelle Carey,150444,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[113626,140357]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,19137,Fernando Cavallini,150698,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22465,58481]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,19138,Fernando Cavallini,150699,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[22465,58481]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20169,Chen Chih-Yuan,151000,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[107267,136469]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20210,Chen Ji,151003,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[107627,127228]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20217,Chen Jing,151004,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[775,93762,99574]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20219,Chen Jing,151005,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[775,93762,99574]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20220,Chen Jing,151006,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[775,93762,99574]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20232,Chen Li,151008,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[777,5455]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20248,Chen Qi,151009,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[108419,114114]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20249,Chen Qi,151010,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[108419,114114]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20250,Chen Qian,151011,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[115100,120417]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20251,Chen Qian,151012,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[115100,120417]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20269,Chen Tao,151013,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[1283,110222]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20270,Chen Tao,151014,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[1283,110222]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20305,Chen Yan,151016,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[45783,45784]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20306,Chen Yan,151017,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[45783,45784]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20314,Chen Ying,151018,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[774,103726]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20315,Chen Ying,151019,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[774,103726]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20325,Chen Yufeng,151020,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[24221,80172]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20326,Chen Yufeng,151021,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[24221,80172]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20452,Marina Yevgenyevna Cherkasova,151043,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[80173,82189]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20453,Marina Yevgenyevna Cherkasova,151044,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[80173,82189]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20925,Cho Hun,151155,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[30671,30672]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20926,Cho Hun,151156,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[30671,30672]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20994,Choi Eun-Gyeong,151171,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[19342,100569]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20995,Choi Eun-Gyeong,151172,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[19342,100569]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,20997,Choi Eun-Suk,151174,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[13016,124885]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21004,Choi Gyeong-Hui,151175,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[5164,104402]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21005,Choi Gyeong-Hui,151176,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[5164,104402]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21039,Choi Mi-Seon,151179,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[72322,90807,128398]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21040,Choi Mi-Seon,151180,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[72322,90807,128398]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21068,Choi Su-Min,151186,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[92860,128417]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21069,Choi Su-Min,151187,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[92860,128417]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21091,Choi Yun-Hui,151188,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[48577,122374]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21092,Choi Yun-Hui,151189,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[48577,122374]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21241,Harald Christensen,151224,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[13841,57291]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21289,Henrik Christiansen,151234,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[118113,132478]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,21811,Karen Clark,151401,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[45420,103307]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,23853,Giuseppe Crivelli,151901,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[38025,38042]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,24910,Dai Jun,152261,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[84309,120429]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,24911,Dai Jun,152262,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[84309,120429]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,26805,Francesco De Zanna,152876,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[84429,135884]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,27317,Dimitrios Deligiannis,153016,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[61367,70199]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,27318,Dimitrios Deligiannis,153017,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[61367,70199]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28580,Dimitar Dimitrov,153394,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[29265,51432,84538]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28581,Dimitar Dimitrov,153395,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[29265,51432,84538]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28582,Dimitar Dimitrov,153396,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[29265,51432,84538]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28585,Georgi Dimitrov,153397,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[29266,84539]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28590,Ivan Dimitrov,153398,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[41113,51433]"
fuente2,data/intermediate/cleaned/fuente2_athlete_events.csv,28601,Stefan Dimitrov,153401,DETERMINISTIC_AMBIGUOUS,,Nombre auxiliar exacto con múltiples candidatos; la evidencia contextual no produjo un candidato único.,,AMBIGUOUS,"[51434,54894]"
